姓名 高数 Java 数据结构 平均成绩 总成绩
张三10 21 12 99 44 132
张三70 96 30 87 71 213
张三8 7 97 69 57 173
张三30 66 35 72 57 173
张三7 91 36 5 44 132
张三48 69 91 53 71 213
张三71 61 86 17 54 164
张三71 41 82 33 52 156
张三7 69 74 2 48 145
张三34 3 10 71 28 84
张三19 99 64 94 85 257
张三9 10 14 33 19 57
张三28 21 48 38 35 107
张三11 49 15 2 22 66
张三3 3 88 38 43 129
张三5 8 43 28 26 79
张三38 64 62 37 54 163
张三88 82 87 64 77 233
张三82 0 70 15 28 85
张三33 65 71 3 46 139
张三6 7 24 30 20 61
张三20 74 48 47 56 169
张三55 75 12 16 34 103
张三91 91 60 43 64 194
张三34 46 14 28 29 88
张三12 9 15 73 32 97
张三6 46 17 8 23 71
张三19 38 74 94 68 206
张三18 37 46 74 52 157
张三74 96 51 53 66 200
张三86 51 18 4 24 73
张三88 87 60 33 60 180
张三81 5 75 31 37 111
张三54 46 80 92 72 218
张三19 98 70 84 84 252
张三8 10 5 16 10 31
张三44 51 93 53 65 197
张三25 33 6 91 43 130
张三45 34 71 31 45 136
张三94 56 28 52 45 136
张三66 90 79 98 89 267
张三52 13 86 97 65 196
张三74 64 44 24 44 132
张三53 15 51 38 34 104
张三20 74 32 17 41 123
张三10 51 15 50 38 116
张三92 98 42 43 61 183
张三39 7 5 29 13 41
张三45 62 57 84 67 203
张三84 81 63 76 73 220
张三72 49 20 30 33 99
张三17 43 17 71 43 131
张三26 68 39 4 37 111
张三18 81 22 81 61 184
张三35 50 30 67 49 147
张三3 17 24 59 33 100
张三49 56 67 65 62 188
张三47 93 4 84 60 181
张三18 31 81 4 38 116
张三9 66 75 72 71 213
张三94 16 45 67 42 128
张三76 44 58 59 53 161
张三96 13 19 7 13 39
张三63 67 60 23 50 150
张三96 78 54 89 73 221
张三51 15 25 12 17 52
张三1 58 78 56 64 192
张三41 92 24 84 66 200
张三43 22 4 41 22 67
张三62 15 18 69 34 102
张三5 41 48 60 49 149
张三61 10 10 36 18 56
张三45 17 31 49 32 97
张三49 2 49 96 49 147
张三94 75 15 30 40 120
张三5 42 84 87 71 213
张三38 51 89 27 55 167
张三41 5 59 27 30 91
张三11 56 15 59 43 130
张三93 60 95 16 57 171
张三63 97 86 81 88 264
张三87 97 18 38 51 153
张三84 70 65 63 66 198
张三84 50 12 85 49 147
张三75 74 11 3 29 88
张三30 68 17 12 32 97
张三26 7 3 37 15 47
张三36 6 94 80 60 180
张三28 36 13 90 46 139
张三74 50 27 61 46 138
张三24 50 7 61 39 118
张三83 95 44 14 51 153
张三91 56 63 59 59 178
张三85 38 60 35 44 133
张三90 61 29 24 38 114
张三84 53 92 63 69 208
张三43 45 72 92 69 209
张三90 67 87 86 80 240
张三13 42 92 5 46 139
张三80 50 62 70 60 182
张三96 59 91 62 70 212
张三12 85 61 26 57 172
张三62 9 21 62 30 92
张三23 87 65 67 73 219
张三92 45 67 98 70 210
张三2 79 5 32 38 116
张三98 16 26 83 41 125
张三15 61 83 75 73 219
张三36 73 85 36 64 194
张三6 1 92 49 47 142
张三34 9 20 47 25 76
张三21 63 77 25 55 165
张三2 8 58 2 22 68
张三23 41 98 41 60 180
张三2 30 90 42 54 162
张三90 48 79 52 59 179
张三74 69 6 79 51 154
张三13 7 48 39 31 94
张三73 43 3 96 47 142
张三48 25 15 4 14 44
张三51 26 89 11 42 126
张三82 48 29 35 37 112
张三78 14 72 68 51 154
张三4 34 15 38 29 87
张三2 84 23 94 67 201
张三19 86 99 72 85 257
张三87 9 39 42 30 90
张三22 38 43 20 33 101
张三80 7 48 92 49 147
张三23 87 64 87 79 238
张三88 59 36 92 62 187
张三9 97 20 14 43 131
张三76 25 86 53 54 164
张三61 44 56 45 48 145
张三17 26 58 46 43 130
张三72 62 74 84 73 220
张三46 87 47 45 59 179
张三34 3 61 26 30 90
张三2 47 6 19 24 72
张三88 47 72 67 62 186
张三71 95 21 84 66 200
张三65 93 72 1 55 166
张三49 77 56 46 59 179
张三39 32 83 75 63 190
张三92 80 29 0 36 109
张三95 1 77 64 47 142
张三34 2 83 83 56 168
张三67 29 22 66 39 117
张三72 58 49 79 62 186
张三7 57 68 57 60 182
张三56 67 22 18 35 107
张三91 84 30 35 49 149
张三43 39 3 45 29 87
张三53 60 4 44 36 108
张三86 59 80 29 56 168
张三42 49 29 78 52 156
张三77 10 30 30 23 70
张三6 10 75 78 54 163
张三68 11 85 72 56 168
张三65 84 16 85 61 185
张三32 57 0 71 42 128
张三23 87 31 22 46 140
张三34 66 88 12 55 166
张三35 29 31 95 51 155
张三36 89 33 96 72 218
张三30 32 10 59 33 101
张三57 48 94 71 71 213
张三41 3 63 78 48 144
张三41 78 51 45 58 174
张三12 81 27 62 56 170
张三26 8 62 34 34 104
张三80 82 33 93 69 208
张三10 7 32 79 39 118
张三37 93 72 44 69 209
张三55 72 16 66 51 154
张三31 98 15 61 58 174
张三78 43 1 12 18 56
张三71 35 54 70 53 159
张三13 58 37 91 62 186
张三25 16 28 17 20 61
张三51 3 24 44 23 71
张三38 62 67 61 63 190
张三95 2 63 72 45 137
张三2 34 71 77 60 182
张三71 58 36 14 36 108
张三66 53 98 41 64 192
张三2 49 65 62 58 176
张三65 61 33 87 60 181
张三20 24 73 51 49 148
张三82 42 54 89 61 185
张三76 60 42 54 52 156
张三15 19 36 83 46 138
张三93 88 41 44 57 173
张三84 0 35 35 23 70
张三33 75 79 4 52 158
张三96 20 60 33 37 113
张三11 30 82 16 42 128
张三72 24 20 48 30 92
张三56 91 32 47 56 170
张三0 71 0 95 55 166
张三3 73 85 14 57 172
张三53 68 10 82 53 160
张三84 12 78 90 60 180
张三1 50 4 50 34 104
张三20 28 87 98 71 213
张三1 78 73 10 53 161
张三63 94 84 99 92 277
张三43 10 44 57 37 111
张三27 73 25 56 51 154
张三95 77 52 8 45 137
张三96 72 47 58 59 177
张三52 61 64 82 69 207
张三24 23 74 10 35 107
张三12 54 71 40 55 165
张三42 85 49 34 56 168
张三10 69 68 42 59 179
张三46 35 38 48 40 121
张三99 95 7 84 62 186
张三30 75 89 96 86 260
张三46 44 80 32 52 156
张三90 1 27 54 27 82
张三91 24 64 60 49 148
张三14 88 25 52 55 165
张三90 36 45 65 48 146
张三23 85 82 59 75 226
张三23 84 0 5 29 89
张三43 48 92 40 60 180
张三54 25 2 91 39 118
张三15 35 95 84 71 214
张三75 31 70 39 46 140
张三73 39 36 37 37 112
张三61 19 98 34 50 151
张三51 48 73 21 47 142
张三18 67 17 90 58 174
张三93 49 17 12 26 78
张三10 41 79 1 40 121
张三78 13 91 89 64 193
张三92 81 73 5 53 159
张三97 31 33 7 23 71
张三88 35 9 18 20 62
张三21 92 96 34 74 222
张三80 34 19 12 21 65
张三64 19 10 66 31 95
张三13 45 80 33 52 158
张三31 97 3 8 36 108
张三22 49 45 85 59 179
张三90 70 16 77 54 163
张三36 26 43 43 37 112
张三19 93 35 84 70 212
张三21 52 76 46 58 174
张三22 53 40 76 56 169
张三60 28 31 96 51 155
张三5 1 50 61 37 112
张三87 9 93 71 57 173
张三50 65 91 54 70 210
张三22 0 4 11 5 15
张三54 29 30 94 51 153
张三74 19 24 46 29 89
张三94 0 66 35 33 101
张三1 77 84 73 78 234
张三43 97 43 16 52 156
张三60 0 31 8 13 39
张三57 37 40 51 42 128
张三77 91 14 49 51 154
张三98 99 63 95 85 257
张三14 33 57 49 46 139
张三68 89 21 87 65 197
张三22 51 7 77 45 135
张三65 48 81 70 66 199
张三6 1 81 6 29 88
张三90 61 26 31 39 118
张三42 56 18 76 50 150
张三61 67 58 28 51 153
张三10 85 30 1 38 116
张三23 78 28 83 63 189
张三50 80 4 31 38 115
张三47 59 75 63 65 197
张三44 49 93 82 74 224
张三66 21 17 77 38 115
张三88 84 11 98 64 193
张三88 26 21 66 37 113
张三2 87 0 6 31 93
张三82 26 37 58 40 121
张三84 98 50 81 76 229
张三34 62 87 11 53 160
张三32 64 95 24 61 183
张三10 1 37 78 38 116
张三59 39 93 32 54 164
张三82 97 91 62 83 250
张三96 11 82 7 33 100
张三92 96 90 38 74 224
张三55 91 64 25 60 180
张三71 19 5 72 32 96
张三82 14 62 78 51 154
张三41 97 41 53 63 191
张三39 25 49 48 40 122
张三48 42 24 21 29 87
张三94 64 37 83 61 184
张三24 75 9 68 50 152
张三2 78 97 73 82 248
张三67 53 32 27 37 112
张三98 96 17 64 59 177
张三89 52 20 89 53 161
张三49 73 49 42 54 164
张三67 8 3 4 5 15
张三42 85 82 79 82 246
张三2 27 6 68 33 101
张三82 8 49 30 29 87
张三75 4 10 94 36 108
张三36 43 55 16 38 114
张三37 19 20 8 15 47
张三65 62 84 29 58 175
张三93 98 66 45 69 209
张三5 63 25 57 48 145
张三61 66 26 14 35 106
张三99 94 11 3 36 108
张三5 10 64 63 45 137
张三96 64 85 42 63 191
张三86 46 0 65 37 111
张三61 51 13 65 43 129
张三74 62 65 5 44 132
张三68 86 21 73 60 180
张三16 54 10 40 34 104
张三64 61 32 32 41 125
张三56 11 70 56 45 137
张三29 93 9 20 40 122
张三46 92 4 57 51 153
张三77 49 46 92 62 187
张三0 13 48 41 34 102
张三59 12 67 75 51 154
张三74 28 78 69 58 175
张三70 26 10 53 29 89
张三76 80 50 17 49 147
张三78 83 16 3 34 102
张三52 60 59 71 63 190
张三15 6 47 8 20 61
张三76 74 67 8 49 149
张三3 61 1 36 32 98
张三57 47 51 68 55 166
张三8 99 7 76 60 182
张三49 83 91 17 63 191
张三42 7 7 69 27 83
张三2 57 10 49 38 116
张三57 24 64 63 50 151
张三15 44 9 80 44 133
张三92 42 46 0 29 88
张三59 68 81 28 59 177
张三87 9 92 96 65 197
张三0 50 95 96 80 241
张三60 95 41 74 70 210
张三28 89 61 83 77 233
张三7 99 79 80 86 258
张三63 91 51 0 47 142
张三90 98 67 63 76 228
张三19 43 20 69 44 132
张三99 60 10 24 31 94
张三34 89 38 19 48 146
张三24 92 7 52 50 151
张三81 63 56 27 48 146
张三64 87 94 97 92 278
张三46 70 49 55 58 174
张三54 73 53 70 65 196
张三31 46 6 68 40 120
张三97 6 67 46 39 119
张三90 16 77 66 53 159
张三20 43 25 19 29 87
张三50 30 81 46 52 157
张三12 90 27 44 53 161
张三43 67 36 70 57 173
张三89 13 34 47 31 94
张三65 21 76 15 37 112
张三1 54 53 6 37 113
张三34 4 60 40 34 104
张三88 0 66 20 28 86
张三2 46 86 77 69 209
张三41 76 49 30 51 155
张三79 68 61 35 54 164
张三18 84 11 47 47 142
张三27 56 6 96 52 158
张三31 92 79 11 60 182
张三58 71 74 7 50 152
张三10 55 2 90 49 147
张三50 56 37 25 39 118
张三88 17 30 72 39 119
张三51 47 45 55 49 147
张三82 20 17 33 23 70
张三31 84 73 90 82 247
张三62 41 49 71 53 161
张三22 81 18 52 50 151
张三22 2 76 41 39 119
张三39 11 95 80 62 186
张三11 51 24 33 36 108
张三71 90 61 19 56 170
张三73 95 6 73 58 174
张三8 3 45 6 18 54
张三5 30 43 48 40 121
张三13 78 91 69 79 238
张三53 17 2 81 33 100
张三64 97 13 59 56 169
张三78 77 73 97 82 247
张三43 37 40 1 26 78
张三72 16 56 71 47 143
张三30 33 93 35 53 161
张三14 5 41 46 30 92
张三24 36 16 68 40 120
张三85 70 85 49 68 204
张三12 6 63 70 46 139
张三87 66 30 64 53 160
张三56 45 8 84 45 137
张三36 46 14 20 26 80
张三65 81 29 29 46 139
张三20 48 63 14 41 125
张三70 47 85 16 49 148
张三45 54 73 82 69 209
张三28 15 89 11 38 115
张三12 2 20 67 29 89
张三8 88 40 9 45 137
张三89 52 47 72 57 171
张三54 49 71 9 43 129
张三81 37 32 84 51 153
张三19 20 27 96 47 143
张三14 51 28 2 27 81
张三1 4 80 82 55 166
张三70 49 14 23 28 86
张三51 72 42 46 53 160
张三52 73 32 47 50 152
张三18 51 29 89 56 169
张三70 19 70 22 37 111
张三52 17 1 91 36 109
张三65 8 19 31 19 58
张三87 86 72 28 62 186
张三14 38 37 97 57 172
张三65 75 58 95 76 228
张三91 18 67 55 46 140
张三79 68 21 37 42 126
张三77 11 10 17 12 38
张三46 3 20 98 40 121
张三26 49 54 31 44 134
张三44 75 74 8 52 157
张三54 83 93 3 59 179
张三56 22 4 6 10 32
张三95 86 2 51 46 139
张三21 19 11 52 27 82
张三42 35 42 89 55 166
张三88 32 92 60 61 184
张三70 12 19 66 32 97
张三98 72 19 86 59 177
张三0 21 24 21 22 66
张三72 70 24 35 43 129
张三72 16 5 7 9 28
张三65 62 71 68 67 201
张三13 62 76 15 51 153
张三4 48 92 34 58 174
张三22 2 57 96 51 155
张三37 73 39 50 54 162
张三31 79 82 44 68 205
张三57 33 71 8 37 112
张三76 50 41 19 36 110
张三69 16 67 85 56 168
张三21 94 37 95 75 226
张三22 18 53 69 46 140
张三4 76 61 83 73 220
张三27 8 68 50 42 126
张三86 59 40 49 49 148
张三21 23 16 27 22 66
张三59 40 89 29 52 158
张三63 14 81 23 39 118
张三96 64 76 31 57 171
张三56 89 91 23 67 203
张三90 57 1 38 32 96
张三46 5 64 71 46 140
张三90 59 18 88 55 165
张三33 14 78 89 60 181
张三41 60 71 82 71 213
张三95 74 39 2 38 115
张三91 67 19 34 40 120
张三15 65 46 96 69 207
张三98 59 68 81 69 208
张三59 72 66 22 53 160
张三89 8 35 16 19 59
张三49 40 85 37 54 162
张三18 56 15 97 56 168
张三14 99 82 50 77 231
张三39 8 26 60 31 94
张三35 13 50 92 51 155
张三5 54 49 33 45 136
张三2 14 63 52 43 129
张三25 32 92 29 51 153
张三54 13 50 33 32 96
张三78 19 42 72 44 133
张三74 4 50 25 26 79
张三39 84 88 64 78 236
张三44 99 28 6 44 133
张三76 48 25 24 32 97
张三99 67 99 96 87 262
张三28 47 73 39 53 159
张三37 63 86 56 68 205
张三57 78 73 9 53 160
张三58 61 96 79 78 236
张三57 82 40 89 70 211
张三41 34 10 31 25 75
张三37 98 92 42 77 232
张三6 59 97 41 65 197
张三34 70 76 67 71 213
张三87 7 29 25 20 61
张三15 20 67 68 51 155
张三32 76 29 30 45 135
张三60 10 6 66 27 82
张三11 66 81 1 49 148
张三54 38 10 88 45 136
张三73 99 14 15 42 128
张三31 62 66 66 64 194
张三14 44 5 51 33 100
张三31 44 77 40 53 161
张三28 88 69 73 76 230
张三72 48 61 54 54 163
张三52 74 49 44 55 167
张三51 43 76 70 63 189
张三36 87 11 8 35 106
张三25 90 52 63 68 205
张三98 71 3 5 26 79
张三32 21 43 53 39 117
张三42 95 43 5 47 143
张三57 23 25 91 46 139
张三42 8 38 76 40 122
张三46 8 20 16 14 44
张三33 53 55 15 41 123
张三35 21 95 33 49 149
张三60 27 87 21 45 135
张三41 99 93 96 96 288
张三64 98 94 83 91 275
张三20 17 83 86 62 186
张三19 38 13 5 18 56
张三12 64 31 12 35 107
张三45 17 52 99 56 168
张三15 32 36 90 52 158
张三57 60 30 17 35 107
张三55 21 86 70 59 177
张三31 81 23 1 35 105
张三46 89 19 18 42 126
张三92 40 16 71 42 127
张三68 2 0 70 24 72
张三61 76 86 88 83 250
张三93 52 46 13 37 111
张三9 22 65 46 44 133
张三40 70 66 66 67 202
张三6 8 47 97 50 152
张三49 33 88 74 65 195
张三75 96 42 7 48 145
张三86 40 98 13 50 151
张三68 15 6 88 36 109
张三40 31 12 86 43 129
张三39 86 73 67 75 226
张三63 44 53 68 55 165
张三82 46 92 83 73 221
张三59 48 6 5 19 59
张三48 29 34 24 29 87
张三37 3 69 89 53 161
张三70 48 19 28 31 95
张三70 22 33 73 42 128
张三52 88 87 44 73 219
张三36 46 49 76 57 171
张三6 18 6 99 41 123
张三26 47 67 8 40 122
张三37 57 99 21 59 177
张三45 30 58 15 34 103
张三24 73 21 29 41 123
张三52 4 57 10 23 71
张三28 98 23 72 64 193
张三93 12 75 62 49 149
张三37 73 94 91 86 258
张三48 82 82 40 68 204
张三30 73 54 23 50 150
张三80 14 53 35 34 102
张三8 66 45 90 67 201
张三56 14 27 26 22 67
张三43 9 43 22 24 74
张三93 52 31 42 41 125
张三23 89 86 18 64 193
张三36 96 49 40 61 185
张三6 52 97 42 63 191
张三68 53 61 14 42 128
张三15 87 38 12 45 137
张三23 21 68 91 60 180
张三20 58 29 17 34 104
张三40 26 81 82 63 189
张三2 93 21 81 65 195
张三86 1 44 99 48 144
张三98 78 99 62 79 239
张三32 38 6 51 31 95
张三63 20 60 36 38 116
张三59 6 85 83 58 174
张三97 69 97 30 65 196
张三38 34 65 22 40 121
张三32 16 64 81 53 161
张三90 81 34 32 49 147
张三74 6 27 50 27 83
张三48 62 52 14 42 128
张三38 34 15 14 21 63
张三52 87 94 86 89 267
张三26 20 25 6 17 51
张三61 43 31 28 34 102
张三46 63 42 91 65 196
张三69 19 23 95 45 137
张三51 36 85 92 71 213
张三40 51 47 11 36 109
张三61 71 96 96 87 263
张三16 50 77 7 44 134
张三96 36 12 13 20 61
张三59 30 97 70 65 197
张三26 14 8 70 30 92
张三25 48 16 12 25 76
张三26 22 87 56 55 165
张三89 26 1 75 34 102
张三78 54 62 53 56 169
张三63 20 59 27 35 106
张三77 8 60 13 27 81
张三79 54 37 22 37 113
张三9 46 31 85 54 162
张三26 31 9 35 25 75
张三35 4 49 75 42 128
张三70 83 79 78 80 240
张三76 29 42 14 28 85
张三93 48 15 65 42 128
张三93 36 79 65 60 180
张三14 53 91 90 78 234
张三16 87 6 70 54 163
张三8 60 11 27 32 98
张三40 57 11 59 42 127
张三17 6 29 72 35 107
张三20 23 60 39 40 122
张三14 26 95 79 66 200
张三22 94 24 41 53 159
张三84 63 99 62 74 224
张三3 87 95 7 63 189
张三13 90 80 68 79 238
张三39 81 79 35 65 195
张三6 98 24 52 58 174
张三27 32 83 7 40 122
张三87 30 82 83 65 195
张三14 30 45 82 52 157
张三29 67 63 86 72 216
张三39 16 90 27 44 133
张三38 82 91 92 88 265
张三96 98 97 0 65 195
张三74 37 39 44 40 120
张三47 33 99 33 55 165
张三93 81 68 94 81 243
张三38 77 77 68 74 222
张三40 63 29 74 55 166
张三12 93 2 41 45 136
张三22 89 29 42 53 160
张三5 87 38 14 46 139
张三53 67 48 23 46 138
张三85 22 18 13 17 53
张三29 37 58 99 64 194
张三59 99 40 17 52 156
张三5 65 2 21 29 88
张三55 29 71 97 65 197
张三51 53 4 52 36 109
张三74 41 31 9 27 81
张三31 0 43 49 30 92
张三42 74 97 91 87 262
张三27 6 4 57 22 67
张三29 59 78 7 48 144
张三85 18 78 67 54 163
张三1 8 10 56 24 74
张三85 35 94 56 61 185
张三30 43 95 25 54 163
张三44 52 88 31 57 171
张三76 28 93 48 56 169
张三93 91 50 13 51 154
张三11 12 9 28 16 49
张三16 49 4 64 39 117
张三58 83 61 1 48 145
张三22 68 9 24 33 101
张三59 74 20 68 54 162
张三83 3 87 17 35 107
张三97 5 36 25 22 66
张三82 49 21 48 39 118
张三27 25 12 53 30 90
张三33 36 67 84 62 187
张三15 97 93 63 84 253
张三72 32 85 14 43 131
张三64 44 52 2 32 98
张三38 80 85 10 58 175
张三80 38 30 59 42 127
张三89 82 18 45 48 145
张三31 15 34 37 28 86
张三19 6 98 45 49 149
张三71 40 4 79 41 123
张三68 57 0 59 38 116
张三46 47 20 55 40 122
张三55 63 85 3 50 151
张三9 38 83 54 58 175
张三68 56 55 89 66 200
张三2 22 20 41 27 83
张三81 53 13 58 41 124
张三85 17 71 69 52 157
张三96 52 14 75 47 141
张三19 42 74 58 58 174
张三28 22 5 47 24 74
张三40 79 53 73 68 205
张三76 38 6 84 42 128
张三70 0 69 79 49 148
张三52 87 71 10 56 168
张三55 50 4 42 32 96
张三52 58 36 92 62 186
张三39 56 60 2 39 118
张三8 76 42 38 52 156
张三91 13 25 55 31 93
张三42 60 89 0 49 149
张三59 35 22 95 50 152
张三11 6 59 61 42 126
张三26 1 39 27 22 67
张三21 22 18 12 17 52
张三69 21 13 32 22 66
张三41 73 75 33 60 181
张三60 1 14 55 23 70
张三59 9 67 42 39 118
张三63 88 63 58 69 209
张三38 86 3 73 54 162
张三10 22 51 24 32 97
张三85 1 68 93 54 162
张三58 20 74 47 47 141
张三36 2 85 88 58 175
张三66 79 91 17 62 187
张三7 47 79 50 58 176
张三42 65 53 86 68 204
张三89 12 2 60 24 74
张三46 31 92 91 71 214
张三57 93 94 57 81 244
张三54 78 41 47 55 166
张三43 27 4 19 16 50
张三12 44 29 59 44 132
张三94 42 93 11 48 146
张三41 6 89 97 64 192
张三91 16 89 67 57 172
张三76 8 53 39 33 100
张三31 83 69 23 58 175
张三39 58 29 87 58 174
张三75 42 89 99 76 230
张三78 67 84 97 82 248
张三23 43 86 12 47 141
张三41 9 84 80 57 173
张三74 51 17 70 46 138
张三48 21 56 70 49 147
张三70 25 22 63 36 110
张三85 98 75 64 79 237
张三39 59 16 64 46 139
张三36 27 95 81 67 203
张三90 61 44 8 37 113
张三27 65 74 94 77 233
张三15 89 69 3 53 161
张三42 77 62 27 55 166
张三7 45 59 86 63 190
张三40 66 50 30 48 146
张三4 12 8 57 25 77
张三92 75 8 68 50 151
张三2 90 99 17 68 206
张三90 36 53 94 61 183
张三18 38 91 7 45 136
张三28 92 14 79 61 185
张三81 63 96 49 69 208
张三41 36 6 28 23 70
张三81 98 77 92 89 267
张三47 20 29 11 20 60
张三16 43 75 38 52 156
张三44 38 27 75 46 140
张三10 92 57 14 54 163
张三41 96 99 17 70 212
张三90 53 36 84 57 173
张三43 99 50 51 66 200
张三45 26 0 39 21 65
张三95 40 97 78 71 215
张三16 21 70 3 31 94
张三75 68 95 49 70 212
张三69 3 48 40 30 91
张三86 52 36 94 60 182
张三72 14 51 61 42 126
张三81 90 29 29 49 148
张三66 11 19 44 24 74
张三34 22 89 90 67 201
张三99 98 62 40 66 200
张三14 39 63 43 48 145
张三74 70 69 18 52 157
张三62 8 89 72 56 169
张三16 75 4 67 48 146
张三56 46 59 42 49 147
张三74 72 59 63 64 194
张三5 20 41 96 52 157
张三0 41 34 72 49 147
张三32 55 68 23 48 146
张三76 70 78 45 64 193
张三21 71 6 5 27 82
张三86 25 89 17 43 131
张三40 83 66 53 67 202
张三44 75 77 31 61 183
张三63 43 3 59 35 105
张三30 47 33 41 40 121
张三64 0 39 38 25 77
张三5 97 51 64 70 212
张三45 8 82 44 44 134
张三86 59 98 86 81 243
张三16 8 53 69 43 130
张三13 88 37 46 57 171
张三66 69 14 74 52 157
张三52 6 44 44 31 94
张三55 56 79 2 45 137
张三89 37 64 59 53 160
张三43 65 50 66 60 181
张三33 63 11 67 47 141
张三35 42 0 30 24 72
张三15 63 7 87 52 157
张三87 79 1 14 31 94
张三67 98 97 12 69 207
张三31 49 72 84 68 205
张三8 61 5 87 51 153
张三89 22 88 29 46 139
张三69 11 16 51 26 78
张三97 80 78 19 59 177
张三44 46 79 53 59 178
张三59 19 7 92 39 118
张三39 98 94 3 65 195
张三96 14 16 37 22 67
张三66 49 10 30 29 89
张三67 65 66 53 61 184
张三90 93 44 41 59 178
张三66 70 98 95 87 263
张三40 12 22 24 19 58
张三39 90 40 58 62 188
张三36 27 68 21 38 116
张三58 90 78 45 71 213
张三94 36 21 65 40 122
张三54 86 99 21 68 206
张三4 72 45 79 65 196
张三4 22 81 59 54 162
张三5 23 47 54 41 124
张三0 55 50 14 39 119
张三0 6 53 60 39 119
张三69 37 76 95 69 208
张三73 81 73 74 76 228
张三23 6 48 14 22 68
张三9 54 68 7 43 129
张三25 33 46 36 38 115
张三37 11 15 82 36 108
张三43 80 31 57 56 168
张三39 54 97 81 77 232
张三5 79 90 77 82 246
张三85 65 2 65 44 132
张三66 25 21 61 35 107
张三3 99 89 50 79 238
张三86 46 38 88 57 172
张三97 86 49 74 69 209
张三45 94 44 45 61 183
张三48 1 86 99 62 186
张三54 74 90 10 58 174
张三88 12 85 26 41 123
张三55 97 19 22 46 138
张三14 39 44 20 34 103
张三92 30 68 48 48 146
张三89 72 90 84 82 246
张三15 75 70 90 78 235
张三52 24 99 10 44 133
张三47 3 95 84 60 182
张三16 36 93 1 43 130
张三14 28 98 92 72 218
张三56 41 0 56 32 97
张三32 85 83 86 84 254
张三83 64 66 47 59 177
张三93 64 86 77 75 227
张三73 18 87 33 46 138
张三98 93 54 41 62 188
张三5 8 85 93 62 186
张三27 2 57 30 29 89
张三11 73 43 76 64 192
张三41 75 61 87 74 223
张三44 12 91 89 64 192
张三62 99 65 3 55 167
张三28 80 79 80 79 239
张三80 58 54 67 59 179
张三41 59 11 88 52 158
张三61 28 48 14 30 90
张三32 17 0 62 26 79
张三78 80 33 72 61 185
张三97 29 84 70 61 183
张三90 80 1 48 43 129
张三45 31 7 55 31 93
张三21 64 53 21 46 138
张三37 96 49 9 51 154
张三24 17 21 23 20 61
张三83 89 75 67 77 231
张三43 78 22 24 41 124
张三18 29 25 45 33 99
张三93 53 64 63 60 180
张三6 47 64 70 60 181
张三23 28 36 79 47 143
张三32 48 68 92 69 208
张三41 80 81 36 65 197
张三84 96 17 51 54 164
张三7 50 19 56 41 125
张三42 77 18 55 50 150
张三30 24 68 92 61 184
张三19 33 80 94 69 207
张三15 30 97 11 46 138
张三17 43 11 86 46 140
张三57 52 82 70 68 204
张三1 9 14 33 18 56
张三72 14 74 94 60 182
张三3 82 96 41 73 219
张三15 95 82 10 62 187
张三9 5 28 22 18 55
张三20 61 46 79 62 186
张三85 95 6 82 61 183
张三66 40 36 27 34 103
张三48 72 6 81 53 159
张三56 76 14 90 60 180
张三95 0 40 82 40 122
张三60 25 48 93 55 166
张三37 12 52 68 44 132
张三53 89 41 56 62 186
张三5 35 0 66 33 101
张三64 2 52 80 44 134
张三22 22 29 14 21 65
张三3 13 94 54 53 161
张三63 68 30 62 53 160
张三39 17 33 10 20 60
张三47 71 21 90 60 182
张三45 50 47 83 60 180
张三23 50 20 91 53 161
张三26 42 3 73 39 118
张三53 47 81 38 55 166
张三16 77 60 22 53 159
张三11 67 12 55 44 134
张三81 31 10 40 27 81
张三30 33 9 33 25 75
张三87 71 16 34 40 121
张三87 56 61 80 65 197
张三14 34 9 53 32 96
张三94 59 13 5 25 77
张三19 27 46 35 36 108
张三43 1 3 43 15 47
张三84 21 53 11 28 85
张三23 75 98 98 90 271
张三4 9 96 19 41 124
张三97 97 89 57 81 243
张三97 75 54 25 51 154
张三19 2 44 90 45 136
张三36 86 95 53 78 234
张三24 6 9 51 22 66
张三55 93 65 75 77 233
张三23 12 7 40 19 59
张三53 19 60 10 29 89
张三80 63 86 94 81 243
张三11 56 25 32 37 113
张三59 74 6 7 29 87
张三10 17 1 92 36 110
张三68 87 72 17 58 176
张三78 99 31 92 74 222
张三34 39 46 89 58 174
张三40 50 67 82 66 199
张三91 38 2 88 42 128
张三37 63 72 59 64 194
张三60 83 9 36 42 128
张三27 33 83 83 66 199
张三52 75 48 75 66 198
张三3 42 89 52 61 183
张三36 95 96 90 93 281
张三73 62 41 92 65 195
张三37 68 44 65 59 177
张三98 2 98 61 53 161
张三57 22 31 84 45 137
张三83 25 74 60 53 159
张三50 8 99 74 60 181
张三63 14 36 17 22 67
张三76 54 12 79 48 145
张三32 66 81 79 75 226
张三27 63 86 7 52 156
张三94 45 75 22 47 142
张三90 73 35 65 57 173
张三63 19 45 69 44 133
张三99 44 20 14 26 78
张三14 63 52 86 67 201
张三90 38 52 79 56 169
张三62 97 90 83 90 270
张三47 13 5 98 38 116
张三55 7 77 31 38 115
张三27 35 13 11 19 59
张三57 56 45 7 36 108
张三87 93 82 11 62 186
张三98 72 49 91 70 212
张三44 60 33 14 35 107
张三3 4 35 94 44 133
张三61 35 38 8 27 81
张三12 47 49 90 62 186
张三25 74 49 3 42 126
张三88 96 78 79 84 253
张三61 75 12 88 58 175
